1.294587433406828932e+05,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000056e-01,1.000000000000000056e-01
1.294624020559512137e+05,1.000000000000000000e+03,1.000000000000000000e+02,1.000000000000000056e-01,1.000000000000000056e-01
1.294691279467008862e+05,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000056e-01,0.000000000000000000e+00
1.294821022228408401e+05,1.000000000000000000e+03,0.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000056e-01
1.294827619060794823e+05,1.000000000000000000e+03,1.000000000000000000e+01,1.000000000000000056e-01,1.000000000000000056e-01
1.294859762018161127e+05,1.000000000000000000e+03,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01
1.294868985288076219e+05,1.000000000000000000e+03,1.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000056e-01
1.295435570633585012e+05,1.000000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.295447382372410357e+05,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+00,1.000000000000000056e-01
1.295533221776064020e+05,1.000000000000000000e+02,1.000000000000000056e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.295540831230874901e+05,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00
1.295593511938875599e+05,1.000000000000000000e+03,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00
1.295598187299060810e+05,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
1.295630353472577553e+05,1.000000000000000000e+03,1.000000000000000000e+02,1.000000000000000056e-01,0.000000000000000000e+00
1.295711081481592264e+05,1.000000000000000000e+03,1.000000000000000056e-01,1.000000000000000056e-01,0.000000000000000000e+00
1.295794027450288268e+05,1.000000000000000000e+03,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00
1.295794122156931116e+05,1.000000000000000000e+03,1.000000000000000000e+01,1.000000000000000056e-01,0.000000000000000000e+00
1.295819587541873188e+05,1.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000056e-01
1.296089167333221558e+05,1.000000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.296118141756472469e+05,1.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.296442547620032565e+05,1.000000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000056e-01
1.296456019166497863e+05,1.000000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000056e-01
1.296681256673972675e+05,1.000000000000000000e+02,1.000000000000000056e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.296703293637026509e+05,1.000000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
1.296996619857010082e+05,1.000000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.297076626462393178e+05,1.000000000000000000e+02,1.000000000000000056e-01,1.000000000000000000e+00,1.000000000000000056e-01
1.297134772059224779e+05,1.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.303439294318936154e+05,1.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00
1.303507030069901084e+05,1.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01
1.303513627312873141e+05,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.303942857267384825e+05,1.000000000000000000e+01,1.000000000000000056e-01,1.000000000000000000e+01,1.000000000000000056e-01
1.303954840583446930e+05,1.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000056e-01
1.304556380806540546e+05,1.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01
1.304644498050268739e+05,1.000000000000000000e+01,1.000000000000000056e-01,1.000000000000000000e+01,1.000000000000000000e+01
1.304693220642547967e+05,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01
1.304902845477450319e+05,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00
1.304930933435315819e+05,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000056e-01
1.305140388646008651e+05,1.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00
1.305340429717605584e+05,1.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
1.306420460495083244e+05,1.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
1.306856231128848594e+05,1.000000000000000000e+01,1.000000000000000056e-01,1.000000000000000000e+01,0.000000000000000000e+00
1.306900320220173453e+05,1.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000056e-01
1.307440933794793236e+05,1.000000000000000000e+01,1.000000000000000056e-01,1.000000000000000000e+01,1.000000000000000000e+00
1.311321142466419551e+05,1.000000000000000000e+03,0.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+00
1.311335101115054276e+05,1.000000000000000000e+03,1.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+00
1.311680985737694427e+05,1.000000000000000000e+03,1.000000000000000000e+01,1.000000000000000056e-01,1.000000000000000000e+00
1.311823711537206254e+05,1.000000000000000000e+03,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000000e+00
1.312710157945518440e+05,1.000000000000000000e+02,1.000000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00
1.313125422146584315e+05,1.000000000000000000e+02,1.000000000000000056e-01,1.000000000000000000e+00,1.000000000000000000e+01
1.313371906130910211e+05,1.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01
1.313713207645934308e+05,1.000000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01
1.316639796441927319e+05,1.000000000000000000e+03,1.000000000000000000e+02,1.000000000000000056e-01,1.000000000000000000e+00
1.317525735796723457e+05,1.000000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+01
1.320068089137246716e+05,1.000000000000000000e+02,1.000000000000000000e+03,1.000000000000000000e+00,1.000000000000000056e-01
1.321693408693101665e+05,1.000000000000000000e+01,1.000000000000000000e+02,1.000000000000000000e+01,0.000000000000000000e+00
1.321902663056797755e+05,1.000000000000000000e+01,1.000000000000000000e+02,1.000000000000000000e+01,1.000000000000000056e-01
1.326008776852339215e+05,1.000000000000000000e+01,1.000000000000000056e-01,1.000000000000000000e+01,1.000000000000000000e+02
1.326677852455339162e+05,1.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+02
1.328975222665968759e+05,1.000000000000000000e+01,1.000000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00
1.334327165664229251e+05,1.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+02
1.392470823139078275e+05,1.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+02,1.000000000000000056e-01
1.392848563061102759e+05,1.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+02,0.000000000000000000e+00
1.394363918199199543e+05,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00
1.394425003337325470e+05,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00
1.394628870004763303e+05,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+02
1.394842563799815834e+05,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+01
1.395028995818271942e+05,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000056e-01
1.395165764317539288e+05,1.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+02,1.000000000000000000e+02
1.395649535673561622e+05,1.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+02,1.000000000000000000e+00
1.395896890774947533e+05,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000056e-01
1.396546518630349601e+05,1.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+02,1.000000000000000000e+01
1.396891316948096792e+05,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+00
1.397274690488280903e+05,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+01
1.398610113007071195e+05,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+00
1.400625725498757674e+05,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+02
1.404286476311808510e+05,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000056e-01,1.000000000000000000e+00
1.416026911906793830e+05,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+02
1.464693023435202485e+05,1.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+02,0.000000000000000000e+00
1.481158116903969494e+05,1.000000000000000000e+02,1.000000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00
1.501893689356639516e+05,1.000000000000000000e+01,1.000000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+01
1.579623449540993897e+05,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+03
1.661964293150573794e+05,1.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+02,1.000000000000000000e+01
1.691059578330444347e+05,1.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+02,1.000000000000000000e+00
1.732961151280206977e+05,1.000000000000000000e+01,1.000000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00
1.733041459905832598e+05,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000056e-01,1.000000000000000000e+00
1.733087939585196436e+05,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+01
1.733094446368746867e+05,1.000000000000000000e+02,1.000000000000000000e+03,1.000000000000000056e-01,1.000000000000000056e-01
1.733698444440437306e+05,1.000000000000000000e+02,1.000000000000000000e+01,1.000000000000000056e-01,1.000000000000000000e+00
1.733702672007438086e+05,1.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01
